"Número Licitação";"Número Processo";"Objeto";"Modalidade Compra";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"000062019";"23411000999201979";"Objeto: Serviço de Coffe Break para evento institucional no Campus Avançado Quedas do Iguaçu";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26432";"Instituto Federal do Paraná";"154673";"INST. FED. DO PARANÁ/CAMPUS CASCAVEL";"CASCAVEL";"30/01/2019";"";"1035,4800"
"000062019";"23411002437201536";"Objeto: Contratação de serviço de fornecimento de água e tratada de esgoto ao C. Jaguariaíva para o ano/exercício de 2019.";"Inexigibilidade de Licitação";"Encerrado";"26000";"Ministério da Educação";"26432";"Instituto Federal do Paraná";"158009";"INSTITUTO FEDERAL DO PARANA";"CURITIBA";"31/01/2019";"";"9600,0000"
"000062019";"23416000126201673";"Objeto: Contratação de empresa especializada em publicidade de matéria de licitação para o campus ouricuri";"Inexigibilidade de Licitação";"Publicado";"26000";"Ministério da Educação";"26430";"Instituto Federal do Sertão de Pernambuco";"158570";"IF SERTÃO PE/CAMPUS OURICURI";"OURICURI";"28/01/2019";"";"18079,2000"
"000062019";"23742000026201998";"Objeto: Aquisição de energia elétrica para o Campus Viamão.";"Inexigibilidade de Licitação";"Publicado";"26000";"Ministério da Educação";"26419";"Instituto Federal do Rio Grande do Sul";"158746";"INST.FED.DO RS/CAMPUS VIAMÃO";"VIAMAO";"14/01/2019";"";"32000,0000"
"000062019";"25011000003201963";"Objeto: Fornecimento de gás de cozinha em botijão de 13kg.";"Dispensa de Licitação";"Encerrado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"250012";"SUPERINTENDENCIA ESTADUAL DO MS/AC";"RIO BRANCO";"21/01/2019";"";"850,0000"
"000062019";"253821000";"Objeto: Aquisição de produtos hortifrutigranjeiros para os animais do IAM";"Dispensa de Licitação";"Encerrado";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"254421";"INSTITUTO AGGEU MAGALHAES";"RECIFE";"28/01/2019";"";"1814,0000"
"000062019";"25383100027201993";"Objeto: Pagamento da publicação do artigo intitulado:  Caracterização Anatômica e Fotoquímica da Physalis angulata L., uma planta com potencial terapêutico , pela Phcog.net. Invoice n  FY17-18PI526, Dra.Maria Fernanda Rios Grassi.";"Inexigibilidade de Licitação";"Encerrado";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"254422";"INSTITUTO GONCALO MONIZ";"SALVADOR";"22/01/2019";"";"1728,0000"
"000062019";"25384100026201939";"Objeto: Aquisição de tubo a vácuo plástico 8 a 9 ML, descartável com ativador de coagulo e gel separador. marcas aprovadas vaccuette e BD.";"Dispensa de Licitação";"Encerrado";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"254447";"INST NACIONAL DE SAÚDE FERNANDES FIGUEIRA";"RIO DE JANEIRO";"30/01/2019";"22/01/2019";"11640,0000"
"000062019";"25386100022201931";"Objeto: Aquisição de Chaveiro Identificador e Relógio de Parede, conforme descritivos complementares.";"Dispensa de Licitação";"Encerrado";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"254445";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"RIO DE JANEIRO";"23/01/2019";"16/01/2019";"1119,5600"
"000062019";"25386101131201894";"Objeto: Pregão Eletrônico -  Aquisição de Caixas Gaveteiro e Caixa térmica.";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"254445";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"RIO DE JANEIRO";"18/01/2019";"15/01/2019";"0,0000"
"000062019";"25410012708201840";"Objeto: Relógio com Calendário e Temperatura Indoor 300 x 190 mm";"Dispensa de Licitação";"Publicado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"250052";"INSTITUTO NACIONAL DO CANCER - RJ";"RIO DE JANEIRO";"18/01/2019";"";"158,4000"
"000062019";"3";"Objeto: Pagamento Seguro Obrigatório";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160365";"HOSPITAL DE GUARNICAO DE BAGE";"BAGE";"29/01/2019";"";"115,2900"
"000062019";"33374189044201818";"Objeto: Dispositivo para isolamento pulmonar para colocação intuitiva dos balões no brônquio direito ou esquerdo nos procedimentos que requerem ventilação/ lúmen central";"Dispensa de Licitação";"Encerrado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"250042";"HOSPITAL FEDERAL DE BONSUCESSO";"RIO DE JANEIRO";"22/01/2019";"14/01/2019";"1290,0000"
"000062019";"33408.120612/2018";"Objeto: Frasco coletor, plástico,p/ fezes, c/ espátula, descartável,80 ml,sem solução- não estéril";"Dispensa de Licitação";"Retificação";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"250105";"HOSPITAL FEDERAL DA LAGOA";"RIO DE JANEIRO";"15/01/2019";"";"7255,2000"
"000062019";"33409111942201816";"Objeto: Contratação de Empresa especializada em execução de serviços continuados de  transportes de materiais radioativos entre o IPEN/SP, IEN/RJ e o INC.";"Dispensa de Licitação";"Encerrado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"250059";"INSTITUTO NACIONAL DE CARDIOLOGIA";"RIO DE JANEIRO";"22/01/2019";"";"380,0000"
"000062019";"36796000358201131";"Objeto: Despesas com fornecimento de água e saneamento à APS Joaçaba/SC.";"Inexigibilidade de Licitação";"Encerrado";"25000";"Ministério da Economia";"37202";"Instituto Nacional do Seguro Social";"510209";"GERÊNCIA EXECUTIVA CHAPECÓ";"CHAPECO";"28/01/2019";"";"12200,0000"
"000062019";"53560001155201811";"Objeto: Contratação da Águas de Teresina Saneamento SPE S.A, para prestação de serviços de fornecimento de água tratada e coleta de esgoto sanitário, para as instalações da Unidade Operacional da Anatel no Estado do Piauí (UO09.2.), localizada na Avenida Universitária, 750, Salas 1901 a 1909, 19º andar, Ed. Diamond Center, Ininga, Teresina-PI, pelo período de 12 (doze) meses, a contar de 01/01/2019.";"Inexigibilidade de Licitação";"Publicado";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"41231";"Agêncial Nacional de Telecomunicações";"413010";"AGENCIA NACIONAL DE TELECOMUNICACOES-CE";"FORTALEZA";"14/01/2019";"";"2880,0000"
"000062019";"64090005038201746";"Objeto: Atendimento PSA.";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160379";"9 BATALHAO DE INFANTARIA MOTORIZADO";"PELOTAS";"15/01/2019";"";"3312,9000"
"000062019";"64304000306/2019";"Objeto: Tratamento/revitalização de piso granilite do saguão do 10º Pel PE e frente do Setor Aprovisionamento, com material fornecido.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160193";"COMANDO 10 BRIGADA DE INFANTARIA MOTORIZADA";"RECIFE";"29/01/2019";"";"12200,0000"
"000062019";"64526003813201842";"Objeto: Prestação de serviços de fornecimento de energia elétrica em favor ao 16  Esqd C Mec.";"Dispensa de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160378";"16. ESQUADRAO DE CAVALARIA MECANIZADA";"FRANCISCO BELTRAO";"30/01/2019";"";"120000,0000"
"000062019";"64550000146201920";"Objeto: Credenciamento de Organização Civil de Saúde para o ano de 2019";"Inexigibilidade de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160229";"15 GRUPO DE ART DE CAMPANHA AUTOPROPULSADO";"LAPA";"10/01/2019";"";"17600,0000"
"000062019";"64554000739201956";"Objeto: Aquisição de material de expediente.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160420";"19 GRUPO DE ARTILHARIA DE CAMPANHA";"SANTIAGO";"31/01/2019";"";"905,0000"
"000062019";"64589000379201995";"Objeto: Contratação de serviço de cobertura de seguro obrigatório de veículos automotores, viaturas ambulâncias(MIC-7508, MKN-3556, MKC-9774, MKD-0314, QHQ-3828 e MDY-3569) e viaturas administrativas (QHC-6798, MMF-6834, MJB-1931, MKY-3182, MKY-0732 e MME-0131).";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160445";"HOSPITAL DE GUARNICAO DE FLORIANOPOLIS";"FLORIANOPOLIS";"24/01/2019";"";"197,1600"
"000062019";"64594012647201781";"Objeto: Prestação de serviços médicos na especialidade de PSICOLOGIA";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160416";"HOSPITAL GERAL DE SANTA MARIA";"SANTA MARIA";"25/01/2019";"";"500000,0000"
"000062019";"64658008639201829";"Objeto: Aquisição de componentes para processador de som marca COCHLEAR NUCLEUS 6, Modelo CP 910, para o Sd Refm LUIZ CARLOS PAIVA SOUZA.";"Inexigibilidade de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160400";"POLICLINICA MILITAR DE PORTO ALEGRE";"PORTO ALEGRE";"31/01/2019";"";"4472,8500"
"000062019";"67439009411201748";"Objeto: Oferecer aos beneficiários do SISAU os serviços profissionais na especialidade de OFTALMOLOGIA";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120195";"CENTRO DE AQUISIÇÕES ESPECÍFICAS";"RIO DE JANEIRO";"16/01/2019";"";"1500000,0000"
"000062019";"700007/2019-75";"Objeto: Cobrir despesas com a Associação (Abrahue), pelo período de 2019.";"Inexigibilidade de Licitação";"Publicado";"26000";"Ministério da Educação";"26241";"Universidade Federal do Paraná";"153808";"HOSPITAL DE CLINICAS DA UFPR";"CURITIBA";"18/01/2019";"";"6000,0000"
"000062019";"7100.096139/2018";"Objeto: Aquisição de Cotoveleira e Joelheira de proteção para Motociclistas.  Senhor fornecedor atentar para o termo de referência, o item Joelheira encontrado no Comprasnet não condiz com o objeto do Termo de referência.";"Dispensa de Licitação";"Encerrado";"99900";"República Federativa do Brasil";"94720";"Estado das Alagoas";"926703";"AGENCIA MUNICIPAL DE REG. DE SERV. DELEGADOS";"Inválido";"25/01/2019";"21/01/2019";"1574,8500"
"000062019";"72031000249201987";"Objeto: Contratação de empresa especializada no fornecimento de recarga de extintores por demanda.";"Dispensa de Licitação";"Encerrado";"54000";"Ministério do Turismo";"54000";"Ministério do Turismo - Unidades com vínculo ";"540004";"COORD. GERAL DE RECURSOS LOGISTICOS - CGRL";"BRASILIA";"15/01/2019";"";"650,0000"
"000062019";"80739007933";"Objeto: Credenciamento de ORGANIZAÇÕES CIVIS DE SAÚDE (OCS) E DE PROFISSIONAIS DE SAÚDE AUTÔNOMOS (PSA) PARA PRESTAÇÃO DE SERVIÇOS MÉDICO-HOSPITALARES,ODONTOLÓGICOS E DE REABILITAÇÃO, conforme autorizado pelo art. 20 e seus incisos I e II, do Decreto Nr 92.512, de 2 de abril de 1.986;";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160113";"4 BATALHAO DE ENGENHARIA DE COMBATE";"ITAJUBA";"02/01/2019";"";"73148,6400"
"000062019";"91.340/2018";"Objeto: Pregão Eletrônico -  Aquisição de Produtos, Sangue de Carneiro Desfibrinado para o Complexo Hospitalar UFPA/EBSERH, conforme quantitativos e descrições constantes no Termo de Referência, anexo I do Edital";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26239";"Universidade Federal do Pará";"158172";"HOSPITAL UNIVERSITARIO JOAO DE BARROS BARRETO";"BELEM";"28/01/2019";"21/01/2019";"6250,0000"
"000062019";"SCDL/000010/2019";"Objeto: Aquisição de material de processamento de dados";"Dispensa de Licitação";"Encerrado";"35000";"Ministério das Relações Exteriores";"35000";"Ministério das Relações Exteriores - Unidades";"240002";"2A.COMISSAO BRASILEIRA DEMARCADORA DE LIMITES";"RIO DE JANEIRO";"23/01/2019";"";"4067,4000"
"000072018";"05110003525201720";"Objeto: Pregão Eletrônico -  Registro de Preços para contratação conjunta de prestação de serviços de digitalização de documentos de Assentamento Funcional Digital (AFD), no que tange o acervo físico legado,para as Unidades Pagadoras (UPAGs) dos órgãos/entidades da Administração Pública de modo a atender o escopo do projeto de Assentamento Funcional Digital (AFD).";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"201057";"CENTRAL DE COMPRAS E CONTRATACOES - CENTRAL";"BRASILIA";"08/01/2019";"16/10/2018";"5289559,2200"
"000072018";"08420009619201888";"Informação protegida por sigilo nos termos da legislação vigente";"Pregão";"Publicado";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Departamento de Polícia Federal";"200394";"SUPERINTENDENCIA REGIONAL NO ESTADO DO RN";"NATAL";"09/01/2019";"14/12/2018";"457893,8400"
"000072018";"08455002823201871";"Informação protegida por sigilo nos termos da legislação vigente";"Inexigibilidade de Licitação";"Publicado";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Departamento de Polícia Federal";"200356";"SUPERINTENDENCIA REGIONAL NO ESTADO DO RJ";"RIO DE JANEIRO";"03/01/2019";"";"120000,0000"
"000072018";"08673002035201818";"Objeto: Pregão Eletrônico -  Contratação de empresa de engenharia especializada em fiscalização e acompanhamento da obra de Construção de um Estande de Tiro e de uma Cobertura de Fiscalização na Unidade Operacional da Polícia Rodoviária Federal em Macapá-AP , conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.";"Pregão";"Evento de Resultado de Julgame";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Departamento de Polícia Rodoviária Federal";"200233";"SUPERINTENDENCIA REG. POL. RODV. FEDERAL-AP";"MACAPA";"14/01/2019";"27/12/2018";"0,0000"
"000072018";"08674004257201857";"Objeto: Pregão Eletrônico -  Contratação de empresa de engenharia para  Construção de Cobertura Metálica para área de fiscalização das Unidades Operacionais de Gurupi, Guaraí e Palmeira do Tocantins, conforme termos definidos no Edital e seus anexos.";"Pregão";"Publicado";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Departamento de Polícia Rodoviária Federal";"200139";"SUPERINTENDENCIA REG. POL. RODV. FEDERAL-TO";"PALMAS";"14/01/2019";"28/12/2018";"493766,0000"
"000072018";"11030735328201847";"Objeto: Contratação de pessoa jurídica para a execução dos serviços de monitoramento eletrônico à distância, ininterrupto, dos alarmes instalados nos prédios onde funcionam as agências da Secretaria da Receita Federal do Brasil (RFB) subordinadas à Delegacia da Receita Federal do Brasil em Passo Fundo (DRF/PFO), localizadas nos municípios de Carazinho, Erechim e Lagoa Vermelha, bem como sua assistência técnica corretiva, conforme Projeto Básico.";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"25000";"Ministério da Economia - Unidades com vínculo";"170179";"DELEGACIA DA RFB EM PASSO FUNDO";"PASSO FUNDO";"09/01/2019";"";"9799,9200"
"000072018";"21014002802201811";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada no gerenciamento do abastecimento de combustíveis (Gasolina Comum, Etanol Combustível e óleo Diesel), da frota de veículos oficiais desta SFA/CE e outros que venham ser adquiridos, envolvendo a implantação e operação de um sistema informatizado de gestão, via internet, através de tecnologia de cartão eletrônico, com chip ou tarja magnética, visando atender às necessidades desta Superintendência.";"Pregão";"Evento de Alteração Publicado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22000";"Ministério da Agricultura, Pecuária e Abastec";"130022";"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/CE";"FORTALEZA";"28/01/2019";"24/01/2019";"125964,0000"
"000072018";"23072057602201828";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada para a prestação de serviços continuados de Auxiliar de Agropecuária para a Fazenda Experimental Professor Hamilton de Abreu Navarro (FEHAN) do Instituto de Ciências Agrárias da Universidade Federal de Minas Gerais (UFMG).";"Pregão";"Publicado";"26000";"Ministério da Educação";"26238";"Universidade Federal de Minas Gerais";"153296";"INSTITUTO DE CIENCIAS AGRARIAS/UFMG";"MONTES CLAROS";"22/01/2019";"27/12/2018";"992500,0000"
"000072018";"23079055065201811";"Objeto: Pregão Eletrônico -  Aquisição de Material de Higiene e Limpeza, tais como Álcool Etílico, Papel Higiênico e Aparelho de barbear.";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26245";"Universidade Federal do Rio de Janeiro";"158220";"HOSPITAL ESCOLA SAO FRANCISCO DE ASSIS";"RIO DE JANEIRO";"15/01/2019";"27/12/2018";"0,0000"
"000072018";"23159000300201828";"Objeto: Pregão Eletrônico -  Registro de preço para aquisição de materiais necessários para manutenção das instalações prediais desta unidade bem como adequação dos ambientes, visando a instalação de novos condicionadores de ar, com objetivo de atender a demanda do campus Nova Venécia e demais órgãos participantes, conforme condições estabelecidas no Edital e seus anexos.";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26406";"Instituto Federal do Espírito Santo";"158422";"INST.FED. ESPIRITO SANTO/CAMPUS NOVA VENECIA";"NOVA VENECIA";"18/01/2019";"16/01/2019";"8985,0000"
"000072018";"23200000481201830";"Objeto: Pregão Eletrônico -  Aquisição de Gás GLP para o Instituto Federal do Sertão Pernambucano";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26430";"Instituto Federal do Sertão de Pernambuco";"158278";"INST.FED.S.PERNAMB./CAMPUS PETROLINA Z.RURAL";"PETROLINA";"11/01/2019";"11/01/2019";"39555,0000"
"000072018";"23232001286201850";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada para execução de serviço de controle de pragas e vetores, desinsetização, descupinização e desratização, limpeza, desinfecção e potabilidade de reservatório e caixas d'água nas instalações do campus muriaé do IF sudeste MG.";"Pregão";"Publicado";"26000";"Ministério da Educação";"26411";"Instituto Federal do Sudeste de Minas Gerais";"158415";"INST FED SUDESTE DE MG/CAMPUS MURIAE";"MURIAE";"25/01/2019";"24/01/2019";"38385,0000"
"000072018";"23392000168201891";"Objeto: Pregão Eletrônico -  Contratação de fornecimento de solução continuada de impressão, cópia e digitalização, compreendendo a cessão de direito de uso de equipamentos novos ou semi - novos, incluindo a prestação de serviços de manutenção preventiva e corretiva, fornecimento de peças e consumíveis necessários (exceto papel), para atendimento do IFNMG   Campus Arinos.";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26410";"Instituto Federal do Norte de Minas Gerais";"158438";"INST.FED.DO NORTE DE MG/CAMPUS ARINOS";"ARINOS";"15/01/2019";"13/11/2018";"4280,0000"
"000072018";"23402000530201868";"Objeto: Pregão Eletrônico -  Registro de preços para eventual compra de itens de Reagentes e afins, visando suprir demandas dos Setores Administrativo e Colegiados Acadêmicos.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26230";"Fundação Universidade Federal do Vale do São ";"154421";"FUND. UNIVERSIDADE FEDERAL VALE SAO FRANCISCO";"PETROLINA";"22/01/2019";"17/10/2018";"0,0000"
"000072018";"23527010040201863";"Objeto: Pregão Eletrônico -  Aquisição de material de manutenção predial para atender as demandas do HUAB pelo período de 12 meses.";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155014";"EBSERH HUAB-UFRN";"SANTA CRUZ";"29/01/2019";"03/12/2018";"0,0000"
"000072018";"25036400579201787";"Objeto: Pregão Eletrônico -  Aquisição de materiais de consumo (Produtos Químicos para Desinfecção de Água) a fim de atender as necessidades de serviços dos Sistemas de Abastecimento de Água   SAA s do DSEI Alto Rio Solimões.";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"257025";"DISTRITO SANIT.ESP.INDIGENA - ALTO SOLIMOES";"TABATINGA";"18/01/2019";"14/12/2018";"42882,0000"
"000072018";"25385100070201858";"Objeto: Pregão Eletrônico -  Aquisição de material elétrico e eletrônico.";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"36000";"Ministério da Saúde";"36201";"Fundação Oswaldo Cruz";"254448";"INSTITUTO NAC. DE CONTROLE E QUALID. EM SAUDE";"RIO DE JANEIRO";"31/01/2019";"11/10/2018";"1305,0000"
"000072018";"327";"Objeto: Pregão Eletrônico -  Aquisição de materiais e equipamentos para uso em Laboratório de Química";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"95420";"Estado de São Paulo";"926639";"FUNDAÇÃO HELIO AUGUSTO DE SOUZA";"Inválido";"11/01/2019";"08/11/2018";"23893,5000"
"000072018";"35070000490201832";"Objeto: Pregão Eletrônico -  Contratação de serviços de locação de veículos incluindo motorista devidamente habilitado, para o transporte de pessoas e pequenos volumes a serviço do INSS   Parâmetro  A , atendendo, dessa forma, a demanda da GERENCIA EXECUTIVA DO INSS EM ANÁPOLIS, conforme especificações e condições constantes no Edital, e, respectivo Termo de Referência.";"Pregão";"Publicado";"25000";"Ministério da Economia";"37202";"Instituto Nacional do Seguro Social";"510421";"GERÊNCIA EXECUTIVA ANÁPOLIS";"ANAPOLIS";"11/01/2019";"03/01/2019";"494999,0000"
"000072018";"35351000215201862";"Objeto: Contratação dos serviço de fornecimento de água e saneamento básico para a Gex Joinville e a APS Guanabara, para o período de 2019";"Inexigibilidade de Licitação";"Publicado";"25000";"Ministério da Economia";"37202";"Instituto Nacional do Seguro Social";"510193";"GERÊNCIA EXECUTIVA JOINVILLE";"JOINVILLE";"21/01/2019";"";"39850,0900"
"000072018";"46208010915201835";"Objeto: Pregão Eletrônico -  Aquisição de combustíveis (diesel S-10, etanol e gasolina comum), de forma parcelada e sob demanda, para o abastecimento da frota de veículos oficiais da SRTb/GO";"Pregão";"Publicado";"25000";"Ministério da Economia";"38901";"Fundo de Amparo ao Trabalhador";"380937";"SUPERINTENDÊNCIA REGIONAL DO TRABALHO/GO";"GOIANIA";"07/01/2019";"07/01/2019";"0,0000"
"000072018";"47730000054201741";"Objeto: Pregão Eletrônico -  Aquisição de materiais permanentes diversos para atendimento as necessidades da Superintendência Regional do Trabalho no Estado do Rio de Janeiro - SRTb/RJ.";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"25000";"Ministério da Economia";"38901";"Fundo de Amparo ao Trabalhador";"380947";"SUPERINTENDÊNCIA REGIONAL DO TRABALHO/RJ";"RIO DE JANEIRO";"17/01/2019";"27/12/2018";"1343,9500"
"000072018";"59800001655201860";"Objeto: Pregão Eletrônico -  O objeto da presente licitação é a escolha da proposta mais vantajosa para a contratação de empresa especializada na prestação de serviços contínuos de recepcionista, com fornecimento de uniformes, para atender à Superintendência do Desenvolvimento do Centro-Oeste - Sudeco, em Brasília - DF, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.";"Pregão";"Evento de Resultado de Julgame";"53000";"Ministério do Desenvolvimento Regional";"53207";"Superintendência de Desenvolvimento do Centro";"533018";"SUPERINT. DO DESENVOLVIMENTO DO CENTRO-OESTE";"BRASILIA";"08/01/2019";"05/11/2018";"153000,0000"
"000072018";"63060004321201826";"Objeto: O objeto do presente afastamento de licitação consiste na contratação, em caráter emergencial e excepcional, de Organização Civil de Saúde Extra-MB (OCS) não credenciada IMPAR SERVIÇOS HOSPITALARES S.A (Hospital Brasília)   CNPJ 60.884.855/0022-89, com sede no SHIS QI 15   Conjunto G - Lago Sul   Brasília-DF - CEP 71.681-603, visando atendimento e internação, em caráter excepcional, em Pronto Socorro e UTI adulto, para a paciente Irene Pereira de Uzeda.";"Dispensa de Licitação";"Publicado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"787700";"HOSPITAL NAVAL DE BRASILIA";"BRASILIA";"17/01/2019";"";"6993,1000"
"000072018";"63143003576201851";"Objeto: Pregão Eletrônico -  Contratação de prestação de serviço de empresa especializada em fornecimento parcelado de combustíveis para atender a frota de veículos e embarcações oficiais da Capitania Fluvial de Porto Alegre, bem como os veículos com autorização desta Organização Militar, pertencentes à Marinha do Brasil, em postos de combustíveis localizados na cidade de Porto Alegre/RS e em cidades do interior do Estado do Rio Grande do Sul, conforme condições, quantidades e exigências estabelecidas neste edit";"Pregão";"Divulgado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"785350";"CAPITANIA FLUVIAL DE PORTO ALEGRE";"PORTO ALEGRE";"17/01/2019";"07/01/2019";"8,5800"
"000072018";"63432000534201811";"Objeto: Pregão Eletrônico -  Aquisição de salgadinhos e refrigerantes";"Pregão - Registro de Preço";"Publicado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"753000";"INSTITUTO DE EST. DO MAR ALTE PAULO MOREIRA";"ARRAIAL DO CABO";"11/01/2019";"30/08/2018";"2400,0000"
"000072018";"64029001465201880";"Objeto: Pregão Eletrônico -  O objeto da presente licitação é o registro de preços para eventual aquisição de material de consumo (material de serralheria) para manutenção de bens imóveis em geral, conforme condições, quantidades e exigências estabelecidas neste instrumento.";"Pregão - Registro de Preço";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160360";"6 BATALHAO DE COMUNICACAO";"BENTO GONCALVES";"30/01/2019";"30/10/2018";"6933,0000"
"000072018";"64268002704201804";"Objeto: Pregão Eletrônico -  Contratação do serviço de manutenção preventiva e corretiva de viaturas com aplicação de peças de reposição (originais ou genuínas) essenciais aos serviços de manutenção; e fornecimento de peças (originais ou genuínas), a fim de atender à demanda do Pelotão de Manutenção e Transporte do Comando de Fronteira Rondônia/6º Batalhão de Infantaria de Selva. Pregão SRP nº 07/2018.";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160346";"COMANDO DE FRONTEIRA RONDONIA/6 BIS";"GUAJARA-MIRIM";"15/01/2019";"10/09/2018";"600,0000"
"000072018";"64538001508201887";"Objeto: Pregão Eletrônico -  Aquisição de Ferramentas, Máquinas e Equipamentos Elétricos.";"Pregão - Registro de Preço";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160473";"2 GRUPO DE ARTILHARIA ANTIAEREA";"PRAIA GRANDE";"21/01/2019";"09/01/2019";"0,0000"
"000072018";"64685005966201800";"Objeto: Pregão Eletrônico -  Cessão de Uso Atividade de Apoio - FOTOGRAFO";"Pregão";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160172";"16 REGIMENTO DE CAVALARIA MECANIZADO";"BAYEUX";"16/01/2019";"14/01/2019";"37,7000"
"000072018";"64687006921201824";"Objeto: Pregão Eletrônico -  Aquisição de materiais de higiene e limpeza para atender as necessidades da OM Gerenciadora e Órgãos Participantes.";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160418";"19 REGIMENTO DE CAVALARIA MECANIZADO";"SANTA ROSA";"08/01/2019";"20/11/2018";"1740,8400"
"000072018";"71";"Objeto: Remanescente da obra de construção da Escola de Inteligência Militar do Exército, Quadras, Campos e Estacionamento, em Brasília/DF.";"Concorrência";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160066";"COMISSAO REGIONAL DE OBRAS/11";"BRASILIA";"24/01/2019";"";"9811040,6800"
